SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate
"7213","8092","1","2010","Normal","Star Wars","Licensed","Episode IV","Luke's Landspeeder","X","8092-1","24.99","25.99","34.99","","04/01/2010 00:00:00","26/11/2012 00:00:00","163","6","sw0161a,sw0217,sw0270,sw0271,sw0273,sw0274,","Box","Retail","4567488","4559581","5702014601307","673419129084","28.2","26.2","4.6","","","","","7","12","20803","3926","2","9","X","197","48.5500","22.7100","Adam Grabowski,","01/01/2010 00:00:00","31/12/2012 00:00:00"
"23833","75085","1","2015","Normal","Star Wars","Licensed","Episode II","Hailfire Droid","X","75085-1","19.99","19.99","24.99","26.99","08/01/2015 00:00:00","10/01/2017 00:00:00","163","3","sw0092,sw0629,","Box","Retail","6100137","6100136","5702015349468","","20.4978","19.1008","6.096","0.27","13","15","8","","","6979","4616","2","8","X","15","123.9900","66.6800","","01/01/2015 00:00:00","31/12/2016 00:00:00"
"26236","6176782","1","2016","Extended","Star Wars","Licensed","Promotional","Escape the Space Slug","X","MAYFOURTH-1","","","","","","","161","","","Box","LEGO exclusive","","","","","","","","","","","","8","14","952","2188","0","0","X","0","185.7100","181.9700","","",""
"24344","75111","1","2015","Normal","Star Wars","Licensed","Buildable Figures","Darth Vader","X","75111-1","29.99","24.99","39.99","29.99","05/09/2015 00:00:00","25/11/2017 00:00:00","160","","","Box","Retail","6117516","6117515","","673419239813","19.1008","26.2128","6.096","0.3492658","","","","9","14","13121","1979","2","5","X","20","67.2400","13.8900","John Ho,","04/09/2015 00:00:00","31/12/2017 00:00:00"
"3875","7263","1","2005","Normal","Star Wars","Licensed","Episode IV","TIE Fighter","X","7263-1","20","14.99","","","","","159","2","sw0035a,sw0117,","Box","Retail","4257883","4257822","5702014436237","673419060127","19.2","28.8","9.6","0.49","","","","","","6486","2820","1","3","X","74","250.0000","57.1200","","01/02/2005 00:00:00","31/12/2005 00:00:00"
"29346","75246","1","2019","Normal","Star Wars","Licensed","Episode IV","Death Star Cannon","X","75246-1","19.99","17.99","24.99","19.49","04/10/2019 00:00:00","10/12/2021 00:00:00","159","2","sw1045,sw1046,","Box","Retail","6251737","6251735","5702016370720","673419304351","26.2","14.1","6.1","","16","11","9","7","","9196","1846","2","4","X","4","23.1800","15.2800","","04/10/2019 00:00:00","31/12/2020 00:00:00"
"3821","7155","1","2000","Normal","Star Wars","Licensed","Episode I","Trade Federation AAT","X","7155-1","20","","","","","","158","2","sw0001b,","Box","Retail","1029752","1029752","5702012006500","","28.8","19.2","6","","","","","","","5834","3893","1","0","X","73","249.9900","74.3100","","01/05/2000 00:00:00","31/12/2001 00:00:00"
"27396","75199","1","2018","Normal","Star Wars","Licensed","The Clone Wars","General Grievous' Combat Speeder","X","75199-1","29.99","25.99","34.99","29.99","01/01/2018 00:00:00","07/12/2019 00:00:00","157","2","sw0515,sw0889,","Box","Retail","6212558","6212557","5702016109931","673419281676","26.2","19.1","4.6","0.3","25","14","7","7","12","10297","3041","2","6","X","23","89.7800","45.7200","Henrik Andersen,","01/01/2018 00:00:00","31/12/2019 00:00:00"
"6935","7749","1","2009","Normal","Star Wars","Licensed","Episode V","Echo Base","X","7749-1","24.99","24.99","29.99","","28/06/2009 00:00:00","28/11/2010 00:00:00","155","5","sw0115,sw0252,sw0253,","Box","{Not specified}","4544188","4542492","5702014537200","673419113304","28.2","26.2","6.4","0.34","","","","7","12","18403","4555","1","6","X","238","60.2000","42.0200","","01/06/2009 00:00:00","31/12/2010 00:00:00"
"8588","7959","1","2011","Normal","Star Wars","Licensed","The Clone Wars","Geonosian Starfighter","X","7959-1","29.99","29.99","39.99","","19/07/2011 00:00:00","06/12/2012 00:00:00","155","3","sw0319,sw0320,sw0341,","Box","Retail","4612206","4589025","5702014736917","673419145862","35.41","19.1","5.89","0.37","","","","7","12","12071","4971","2","11","X","45","141.4400","62.9300","","01/06/2011 00:00:00","31/12/2012 00:00:00"
"45536","75369","1","2023","Normal","Star Wars","Licensed","Mechs","Boba Fett Mech","X","75369-1","15.99","12.99","19.99","15.99","19/05/2023 00:00:00","13/12/2024 00:00:00","155","1","sw1274,","Box","Retail","6440295","6440294","5702017462837","673419381352","14.1","15.7","6.1","","","","","","","7706","887","3","4","X","15","14.1200","8.0100","","01/08/2023 00:00:00","31/12/2024 00:00:00"
"6214","7669","1","2008","Normal","Star Wars","Licensed","The Clone Wars","Anakin's Jedi Starfighter","X","7669-1","19.99","21.49","","","22/12/2007 00:00:00","10/11/2009 00:00:00","153","2","sw0028,sw0183,","Box","{Not specified}","4517220","4512531","5702014517387","673419102605","28.8","28.8","4.8","0.37","","","","","","13957","3337","1","4","X","204","109.8400","24.8800","","01/01/2008 00:00:00","31/12/2009 00:00:00"
"47081","5007872","1","2023","Extended","Star Wars","Licensed","Employee gift","Lucas Yoda Fountain","X","6471930-1","","","","","","","152","","sw1272,","Zip-lock bag","Not sold","6471930","","","","","","","","","","","10","","128","1135","0","0","X","0","","","","",""
"51849","75448","1","2026","Normal","Star Wars","Licensed","Mechs","Clone Shock Trooper Mech","X","75448-1","14.99","12.99","19.99","14.99","03/12/2025 00:00:00","04/02/2026 00:00:00","151","1","sw1305,","Box","Retail","6588634","6588633","5702018063064","673419422444","","","","","","","","6","","419","748","2","8","X","0","16.3100","","Daniel Lehmann,","01/01/2026 00:00:00",""
"50510","5009086","1","2024","Extended","Star Wars","Licensed","Promotional","Gasgano's Podracer","X","PODRACER-1","","","","","","","150","","","{Not specified}","{Not specified}","6556842","","","","","","","","","","","","","701","705","0","0","X","0","68.2500","49.9900","","",""
"26497","75173","1","2017","Normal","Star Wars","Licensed","Episode IV","Luke's Landspeeder","X","75173-1","19.99","19.99","24.99","29.99","17/02/2017 00:00:00","10/12/2018 00:00:00","149","4","sw0552,sw0620,sw0700,sw0778,","Box","Retail - limited","6175210","6175209","5702015867627","","26.2","14.1","6.1","","18","11","5","7","12","13626","3032","2","7","X","37","38.5300","25.5300","","01/01/2017 00:00:00","31/12/2018 00:00:00"
"3866","7252","1","2005","Normal","Star Wars","Licensed","Episode III","Droid Tri-Fighter","X","7252-1","15","9.99","","","","","148","1","sw0136,","Box","Retail","4250409","4242681","","673419057172","19.2","19.2","6","0.18","","","","","","7050","2615","2","4","X","114","81.7600","32.1800","Hans Henrik Sidenius,","02/04/2005 00:00:00","31/12/2005 00:00:00"
"25947","75525","1","2017","Normal","Star Wars","Licensed","Buildable Figures","Baze Malbus","X","75525-1","24.99","19.99","29.99","24.99","17/02/2017 00:00:00","04/04/2018 00:00:00","148","","","Box","Retail","6175297","6175296","","673419266628","14.097","26.2128","7.2136","0.3039066","","","","9","14","3849","1042","2","1","X","5","20.1900","9.2400","","01/01/2017 00:00:00","31/12/2017 00:00:00"
"31232","75310","1","2021","Normal","Star Wars","Licensed","The Clone Wars","Duel on Mandalore","X","75310-1","19.99","17.99","24.99","19.99","02/08/2021 00:00:00","28/12/2022 00:00:00","147","2","sw1096,sw1155,","Box","Retail","6332987","6332986","5702016914207","673419340960","26.2","14.1","4.8","","8","8","7","7","","19710","2380","2","12","X","31","21.8800","17.3900","Jason Zapantis,","01/08/2021 00:00:00","31/12/2022 00:00:00"
"48959","40730","1","2024","Normal","Star Wars","Licensed","Promotional","Luke Skywalker's Lightsaber","X","40730-1","","","","","","","145","","","Box","LEGO exclusive","","","","","","","","","","","","18","","2573","1492","7","4","X","0","109.7800","86.4100","Henrik Andersen,Marvin Voelger,","03/10/2024 00:00:00","31/12/2024 00:00:00"
"27391","75533","1","2018","Normal","Star Wars","Licensed","Buildable Figures","Boba Fett","X","75533-1","29.99","25.99","39.99","29.99","01/01/2018 00:00:00","09/12/2018 00:00:00","144","","","Box","Retail","6213566","6213565","5702016112085","673419283441","14.1","26.2","6.1","","","","","8","14","5903","2343","2","5","X","13","74.8600","40.7900","","01/01/2018 00:00:00","31/12/2018 00:00:00"
"51095","75411","1","2025","Normal","Star Wars","Licensed","Mechs","Darth Maul Mech","X","75411-1","17.99","12.99","17.99","14.99","03/05/2025 00:00:00","04/02/2026 00:00:00","143","2","sw1415,sw1419,","Box","Retail","6527533","6527532","5702017817613","673419406086","14.1","15.7","4.5","","","","","6","","2422","729","2","8","X","4","10.9500","5.9900","","01/06/2025 00:00:00","31/07/2027 00:00:00"
"23791","75078","1","2015","Normal","Star Wars","Licensed","Rebels","Imperial Troop Transport","X","75078-1","12.99","11.99","15.99","16.99","01/01/2015 00:00:00","05/12/2016 00:00:00","141","4","sw0578,sw0617,","Box","Retail","6100493","6100492","5702015351133","673419230117","19.1008","14.097","4.5974","0.1589","8","6","9","6","12","17034","3508","2","7","X","64","30.5000","24.3300","Jan Neergaard Olesen,","01/01/2015 00:00:00","31/12/2016 00:00:00"
"31136","6346097","1","2020","Extended","Star Wars","Licensed","Promotional","Yoda's Lightsaber","X","6346098-1","","","","","","","140","","","Box","LEGO exclusive","","","","","","","","","","","","","","944","1608","0","0","X","0","","","","",""
"30739","6346098","1","2020","Extended","Star Wars","Licensed","Promotional","Yoda's Lightsaber","X","6346098-1","","","","","","","140","","","Box","LEGO exclusive","","","","","","","","","","","","","","1529","1823","0","1","X","0","96.8600","","","",""
"9459","PROMOSW007","1","2011","Other","Star Wars","Licensed","Promotional","Star Wars Miniland Figures (Toy Fair 2011 Collector's Party) ","X","PROMOSW007-1","","","","","","","140","","","Box","Promotional","","","","","","","","","","","","","","63","741","0","0","X","4","","","","",""
"8320","7915","1","2011","Normal","Star Wars","Licensed","Episode III","Imperial V-wing Starfighter","X","7915-1","19.99","24.99","24.99","","25/12/2010 00:00:00","05/10/2012 00:00:00","139","2","sw0303,sw0304,","Box","Retail","4611371","4589018","5702014734272","673419144513","28.19","26.19","4.6","0.33","","","","7","12","15809","4035","2","11","X","97","74.0200","22.1000","","01/01/2011 00:00:00","31/12/2012 00:00:00"
"45535","75368","1","2023","Normal","Star Wars","Licensed","Mechs","Darth Vader Mech","X","75368-1","15.99","12.99","19.99","15.99","19/05/2023 00:00:00","09/12/2024 00:00:00","139","1","sw1273,","Box","Retail","6440293","6440292","5702017462820","673419381048","14.1","15.7","4.5","","","","","","","5713","740","2","3","X","4","15.3100","11.6200","","01/08/2023 00:00:00","31/12/2024 00:00:00"
"3813","7143","1","2002","Normal","Star Wars","Licensed","Episode II","Jedi Starfighter","X","7143-1","20","17.99","","","","","138","1","sw0055,","Box","Retail","4162692","4162691","5702014151833","673419010290","28.8","19.2","4.8","","","","","8","12","9877","3079","1","2","X","128","120.0300","39.4000","","18/03/2002 00:00:00","31/12/2003 00:00:00"
"45537","75370","1","2023","Normal","Star Wars","Licensed","Mechs","Stormtrooper Mech","X","75370-1","15.99","12.99","19.99","15.99","19/05/2023 00:00:00","07/12/2024 00:00:00","138","1","sw1275,","Box","Retail","6440297","6440296","5702017462844","673419381369","14.1","15.7","4.5","","","","","","","5144","761","3","3","X","5","14.4600","7.3800","","01/08/2023 00:00:00","31/12/2024 00:00:00"
"52100","6615760","1","2025","Extended","Star Wars","Licensed","Promotional","Trench Run","X","6615760-1","","","","","","","138","","","None (loose parts)","Promotional","","","","","","","","","","","","10","","31","156","0","2","X","0","","","","01/10/2025 00:00:00",""
"8887","9490","1","2012","Normal","Star Wars","Licensed","Episode IV","Droid Escape","X","9490-1","19.99","19.99","24.99","","02/02/2012 00:00:00","12/12/2013 00:00:00","137","4","sw0217,sw0364,sw0365,sw0383,","Box","Retail","4654165","4654163","5702014840430","673419167581","26.2","19.1","4.6","0.25","","","","7","12","19377","3863","2","6","X","53","47.3800","25.1000","","01/01/2012 00:00:00","31/12/2013 00:00:00"
"3806","7131","1","1999","Normal","Star Wars","Licensed","Episode I","Anakin's Podracer","X","7131-1","15","","","","","","136","3","sw0008,sw0025,sw0037,","Box","Retail","1026388","1026388","","042884071318","24","14.4","4.8","","","","","","","8993","2794","1","0","X","40","102.5000","29.0200","","01/04/1999 00:00:00","31/12/2000 00:00:00"
"48527","75384","1","2024","Normal","Star Wars","Licensed","Young Jedi Adventures","The Crimson Firehawk","X","75384-1","49.99","46.99","64.99","52.99","06/12/2023 00:00:00","29/11/2025 00:00:00","136","3","sw1322,sw1323,sw1324,","Box","Retail","6470436","6470435","5702017584409","673419389549","26.2","19.1","7.2","","18","19","6","4","","2721","731","6","9","X","0","28.6100","24.9900","","01/01/2024 00:00:00","31/12/2025 00:00:00"
"23780","FANEXPO001","1","2014","Other","Star Wars","Licensed","Promotional","The Ghost Starship","X","FANEXPO001-1","","","","","","","134","1","sw0602,","Box","Promotional","","","","","","","","","","","","8","14","282","1499","0","0","X","0","565.2100","300.0000","","",""
"3802","7126","1","2001","Normal","Star Wars","Licensed","Episode I","Battle Droid Carrier","X","7126-1","10","","","","","","133","7","sw0001b,sw0065,","Box","Retail","1033519","1033519","5702012012549","042884071264","19.2","14.4","4.8","","","","","","","5526","3134","1","0","X","86","163.0200","42.2100","Henrik Andersen,","01/01/2001 00:00:00","31/12/2001 00:00:00"
"8886","9491","1","2012","Normal","Star Wars","Licensed","The Clone Wars","Geonosian Cannon","X","9491-1","19.99","19.99","24.99","","02/02/2012 00:00:00","04/05/2014 00:00:00","132","4","sw0379,sw0380,sw0381,sw0382,","Box","Retail","4654168","4654167","5702014840447","673419167598","26.2","19.1","4.6","0.26","","","","7","12","16030","3712","2","5","X","34","80.3900","42.1400","","01/01/2012 00:00:00","31/12/2013 00:00:00"
"28403","75235","1","2019","Normal","Star Wars","Licensed","Episode IV","X-wing Starfighter Trench Run","X","75235-1","29.99","24.99","39.99","29.23","02/01/2019 00:00:00","18/11/2020 00:00:00","132","3","sw0527a,sw0991,sw0997b,","Box","Retail","6251686","6251685","5702016370416","673419303842","26.2","19.1","6.1","0.36","15","18","9","4","","3401","1520","2","4","X","12","37.7700","22.4000","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"23756","COMCON039","1","2014","Other","Star Wars","Licensed","Promotional","The Ghost Starship","X","COMCON039-1","","","","","","","132","1","sw0565,","Box","Retail - limited","","","","","","","","","","","","8","14","375","1622","0","0","X","0","499.9900","67.5400","","",""
"3808","7134","1","2000","Normal","Star Wars","Licensed","Episode VI","A-wing Fighter","X","7134-1","15","","","","","","125","2","sw0030,sw0031,","Box","Retail","1029655","1029655","5702012006470","042884071349","19.2","19.2","6","","","","","","","7834","2361","1","0","X","44","121.3000","23.0800","","01/01/2000 00:00:00","31/12/2001 00:00:00"
"26708","75167","1","2017","Normal","Star Wars","Licensed","The Freemaker Adventures","Bounty Hunter Speeder Bike Battle Pack","X","75167-1","14.99","11.99","16.99","14.99","02/06/2017 00:00:00","26/12/2018 00:00:00","125","4","sw0751,sw0828,sw0830,sw0831a,","Box","Retail","6174887","6174886","5702015866842","673419265645","19.1008","14.097","4.5974","0.1360776","16","4","7","6","12","18052","3313","2","8","X","36","42.8700","27.5200","César Soares,","01/06/2017 00:00:00","31/12/2018 00:00:00"
"29031","75262","1","2019","Normal","Star Wars","Licensed","Miscellaneous","Imperial Dropship  – 20th Anniversary Edition","X","75262-1","19.99","19.99","24.99","19.99","01/04/2019 00:00:00","11/12/2019 00:00:00","125","5","sw0997b,sw1031,sw1032,","Box","Retail","6251813","6251812","5702016371093","673419304221","26.2","14.1","4.8","","12","11","7","","","14338","3577","10","4","X","26","47.5000","26.1000","","01/04/2019 00:00:00","31/12/2019 00:00:00"
"9854","75000","1","2013","Normal","Star Wars","Licensed","Episode II","Clone Troopers vs. Droidekas","X","75000-1","12.99","11.99","15.99","","28/12/2012 00:00:00","02/12/2014 00:00:00","124","4","sw0438,sw0441,sw0442,","Box","Retail","6025109","6025108","5702014974937","673419191579","15.7","14.1","4.5","0.14","","","","6","12","17986","3780","2","5","X","73","52.2700","24.0500","","01/01/2013 00:00:00","31/12/2014 00:00:00"
"45528","75358","1","2023","Normal","Star Wars","Licensed","Young Jedi Adventures","Tenoo Jedi Temple","X","75358-1","39.99","37.99","49.99","42.99","31/03/2023 00:00:00","17/07/2025 00:00:00","124","4","sw1268,sw1269,sw1270,sw1271,","Box","Retail","6427696","6427695","5702017421391","673419376983","26.2","19.1","4.6","","12","14","8","4","","3954","772","6","8","X","3","15.8200","12.0000","","01/06/2023 00:00:00","31/12/2024 00:00:00"
"3809","7139","1","2002","Normal","Star Wars","Licensed","Episode VI","Ewok Attack","X","7139-1","13","10.99","","","","","121","4","sw0005,sw0036,sw0050,sw0067,","Box","Retail","4162667","4162666","5702014151758","673419010214","19.2","19.2","4.8","","","","","","","8351","3379","1","2","X","122","98.5700","41.3300","Hans Henrik Sidenius,","01/01/2002 00:00:00","31/12/2003 00:00:00"
"26491","75164","1","2017","Normal","Star Wars","Licensed","Rogue One","Rebel Trooper Battle Pack","X","75164-1","14.99","11.99","16.99","14.99","17/02/2017 00:00:00","21/12/2017 00:00:00","120","4","sw0803,sw0804,sw0805,sw0806,","Box","Retail","6174784","6174783","5702015866750","673419265546","19.1008","14.097","4.5974","0.1224698","","","","6","12","11244","3184","2","4","X","25","39.6900","29.8500","","01/01/2017 00:00:00","31/12/2017 00:00:00"
"34369","75345","1","2023","Normal","Star Wars","Licensed","The Clone Wars","501st Clone Troopers Battle Pack","X","75345-1","19.99","17.99","24.99","19.99","20/12/2022 00:00:00","04/02/2026 00:00:00","119","4","sw1246,sw1247,sw1248,","Box","Retail","6427676","6427675","5702017421292","673419376891","19.1","14.1","4.6","","13","7","6","","","22910","1997","3","7","X","29","15.3200","11.1500","Henrik Andersen,","01/01/2023 00:00:00","31/07/2026 00:00:00"
"51096","75412","1","2025","Normal","Star Wars","Licensed","Ahsoka","Death Trooper & Night Trooper Battle Pack","X","75412-1","22.99","17.99","24.99","19.99","03/05/2025 00:00:00","04/02/2026 00:00:00","119","4","sw1358,sw1416,sw1417,","Box","Retail","6527535","6527534","5702017817620","673419406093","15.7","14.1","4.5","","6","9","7","6","","5435","1911","2","9","X","0","14.3500","9.9900","John Ho,","01/06/2025 00:00:00","31/12/2026 00:00:00"
"5037","6205","1","2006","Normal","Star Wars","Licensed","Episode III","V-wing Fighter","X","6205-1","10","7.99","","","24/10/2007 00:00:00","22/04/2008 00:00:00","118","1","sw0118,","Box","Retail","4284992","4279454","5702014467675","673419078900","24","14.4","6","0.19","","","","","","13711","2924","1","3","X","282","65.2300","26.3800","Hans Henrik Sidenius,","01/01/2006 00:00:00","31/12/2007 00:00:00"
"3799","7119","1","2002","Normal","Star Wars","Licensed","Episode V","Twin-Pod Cloud Car","X","7119-1","10","8.99","","","","","118","1","sw0049,","Box","Retail","4162665","4162663","5702014151741","673419010207","19.2","14.4","6","","","","","","","8857","2720","1","2","X","92","53.8600","21.1000","","01/01/2002 00:00:00","31/12/2003 00:00:00"
"28406","75226","1","2019","Normal","Star Wars","Licensed","Battlefront","Inferno Squad Battle Pack","X","75226-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","09/12/2019 00:00:00","118","4","sw0986,sw0987,sw0988,sw1000,","Box","Retail","6251639","6251640","5702016370126","673419303644","19.1","14.1","4.6","0.12","11","4","9","","","10782","3360","2","4","X","26","57.8200","43.7800","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"26709","75166","1","2017","Normal","Star Wars","Licensed","Episode VII","First Order Transport Speeder Battle Pack","X","75166-1","14.99","11.99","16.99","14.99","02/06/2017 00:00:00","18/12/2018 00:00:00","117","4","sw0666,sw0667,sw0832,","Box","Retail","6174829","6174828","5702015866781","673419265584","19.1008","14.097","4.5974","0.1406135","12","3","6","6","12","13253","2658","2","8","X","26","29.7800","16.2600","César Soares,","01/06/2017 00:00:00","31/12/2018 00:00:00"
"51850","75449","1","2026","Normal","Star Wars","Licensed","The Clone Wars","Siege of Mandalore Battle Pack","X","75449-1","22.99","17.99","29.99","19.99","03/12/2025 00:00:00","04/02/2026 00:00:00","116","4","sw1278,sw1486,sw1487,","Box","Retail","6588636","6588635","5702018063071","673419422451","","","","","","","","6","","1153","1960","2","8","X","5","18.1400","14.0100","","01/01/2026 00:00:00",""
"24790","75131","1","2016","Normal","Star Wars","Licensed","Episode VII","Resistance Trooper Battle Pack","X","75131-1","12.99","11.99","15.99","16.99","02/01/2016 00:00:00","25/11/2017 00:00:00","112","4","sw0696,sw0697,sw0698,sw0699,","Box","Retail","6135710","6135709","","673419247115","19.1008","14.097","4.5974","0.1224698","10","6","6","6","12","14298","2484","2","8","X","39","25.2400","11.8600","","01/01/2016 00:00:00","31/12/2017 00:00:00"
"26492","75165","1","2017","Normal","Star Wars","Licensed","Rogue One","Imperial Trooper Battle Pack","X","75165-1","14.99","11.99","16.99","14.99","17/02/2017 00:00:00","06/12/2017 00:00:00","112","4","sw0585,sw0807,","Box","Retail","6174786","6174785","5702015866767","673419265553","19.1008","14.097","4.5974","0.1224698","10","8","8","6","12","13010","3739","2","6","X","53","68.1300","41.1500","","01/01/2017 00:00:00","31/12/2017 00:00:00"
"3867","7255","1","2005","Normal","Star Wars","Licensed","Episode III","General Grievous Chase","X","7255-1","20","14.99","","","","","111","2","sw0134,sw0135,","Box","Retail","4250413","4242684","5702014426191","673419057202","28.8","19.2","6","0.29","","","","","","8054","4069","2","4","X","146","388.9800","132.8600","","02/04/2005 00:00:00","31/12/2005 00:00:00"
"10124","COMCON024","1","2012","Other","Star Wars","Licensed","Promotional","Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive","X","COMCON024-1","","","","","","","110","1","sw0432,","Other","Promotional","","","","","","","","","","","","","","418","1733","0","0","X","0","1099.8800","57.7600","","",""
"24792","75134","1","2016","Normal","Star Wars","Licensed","Battlefront","Galactic Empire Battle Pack","X","75134-1","12.99","11.99","15.99","16.99","01/03/2016 00:00:00","07/11/2016 00:00:00","109","4","sw0691,sw0692,sw0693,","Box","Retail","6135726","6135725","5702015591614","673419247467","19.1008","14.097","4.5974","0.1224698","10","4","7","6","12","12095","4000","2","5","X","40","53.4000","32.1700","","01/01/2016 00:00:00","31/12/2016 00:00:00"
"26487","75160","1","2017","Normal","Star Wars","Licensed","MicroFighters","U-wing Microfighter","X","75160-1","9.99","8.99","12.99","9.99","17/02/2017 00:00:00","20/01/2019 00:00:00","109","1","sw0800,","Box","Retail","6174693","6174692","5702015866484","673419265164","14.097","12.192","4.5974","0.09979024","12","3","6","6","12","11941","2107","2","5","X","16","18.1600","8.0700","Jan Neergaard Olesen,","01/01/2017 00:00:00","31/12/2018 00:00:00"
"28402","75225","1","2019","Normal","Star Wars","Licensed","Episode VIII","Elite Praetorian Guard Battle Pack","X","75225-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","02/12/2019 00:00:00","109","5","sw0905,sw0989,sw0990,sw0998,","Box","Retail","6251638","6251637","5702016370119","673419303637","19.1","14.1","4.6","0.12","","","","8","14","11842","2734","2","4","X","20","32.0000","20.9700","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"48865","75373","1","2024","Normal","Star Wars","Licensed","The Mandalorian","Ambush on Mandalore Battle Pack ","X","75373-1","19.99","19.99","24.99","21.99","03/05/2024 00:00:00","04/02/2026 00:00:00","109","4","sw1344,sw1345,sw1346,","Box","Retail","6470420","6470419","5702017584324","673419389464","15.7","14.1","4.5","","17","7","8","","","10967","1952","2","7","X","4","15.0500","12.0500","Niels Bundesen,","01/06/2024 00:00:00","31/07/2026 00:00:00"
"3864","7250","1","2005","Normal","Star Wars","Licensed","Episode III","Clone Scout Walker","X","7250-1","10","6.99","","","","","108","1","sw0130,","Box","Retail","4250406","4242679","5702014426146","673419057158","14.4","19.2","6","0.12","","","","","","12152","3372","2","4","X","262","105.0900","39.7900","","02/04/2005 00:00:00","31/12/2006 00:00:00"
"27447","75197","1","2018","Normal","Star Wars","Licensed","Episode VIII","First Order Specialists Battle Pack","X","75197-1","14.99","12.99","16.99","16.99","01/01/2018 00:00:00","17/02/2019 00:00:00","108","4","sw0671,sw0871,sw0886,","Box","Retail","6212553","6212552","5702016109917","673419281652","19.1","14.1","4.6","","7","9","9","6","12","11677","2528","2","7","X","20","28.7900","16.5200","","01/01/2018 00:00:00","31/12/2018 00:00:00"
"45529","75359","1","2023","Normal","Star Wars","Licensed","The Clone Wars","332nd Ahsoka's Clone Trooper Battle Pack","X","75359-1","19.99","18.99","24.99","20.99","02/06/2023 00:00:00","09/12/2024 00:00:00","108","4","sw1276,sw1277,sw1278,","Box","Retail","6427698","6427697","5702017421407","673419376990","19.1","14.1","4.6","","5","9","8","","","15910","1949","2","8","X","14","19.8500","13.4900","Jackson Hughes,","01/08/2023 00:00:00","31/12/2024 00:00:00"
"3803","7127","1","2001","Normal","Star Wars","Licensed","Episode VI","Imperial AT-ST","X","7127-1","10","8.99","","","","","107","1","sw0011,","Box","Retail","1033542","1033542","5702012012556","042884071271","14.4","19.2","4.8","","","","","","","9298","2795","1","0","X","63","117.4200","23.6400","Henrik Andersen,","01/01/2001 00:00:00","31/12/2002 00:00:00"
"51844","75443","1","2026","Normal","Star Wars","Licensed","The Mandalorian","Grogu's Homestead","X","75443-1","19.99","17.99","24.99","19.99","03/12/2025 00:00:00","04/02/2026 00:00:00","107","","","Box","Retail","6588624","6588623","5702018063019","673419422390","","","","","","","","4","","133","354","4","9","X","0","17.2700","","","01/01/2026 00:00:00",""
"3801","7124","1","2000","Normal","Star Wars","Licensed","Episode I","Flash Speeder","X","7124-1","10","","","","","","106","1","sw0022,","Box","Retail","1029634","1029634","5702012006463","","19.2","14.4","4.8","","","","","","","7119","2528","1","0","X","93","72.4500","27.7400","","01/01/2000 00:00:00","31/12/2001 00:00:00"
"23867","75088","1","2015","Normal","Star Wars","Licensed","The Clone Wars","Senate Commando Troopers","X","75088-1","12.99","11.99","15.99","16.99","01/01/2015 00:00:00","02/01/2017 00:00:00","106","4","sw0613,sw0614,","Box","Retail","6100147","6100146","5702015349499","673419230360","19.1008","14.097","4.5974","0.12258","9","9","8","6","12","13621","4053","2","5","X","24","56.3200","29.4600","","01/01/2015 00:00:00","31/12/2016 00:00:00"
"25609","75121","1","2016","Normal","Star Wars","Licensed","Buildable Figures","Imperial Death Trooper","X","75121-1","24.99","19.99","29.99","24.99","01/10/2016 00:00:00","22/02/2018 00:00:00","106","","","Box","Retail","6136855","6136852","5702015593335","673419248075","14.097","26.2128","6.096","0.2585474","","","","8","14","6323","1709","2","5","X","5","32.8200","14.4200","","30/09/2016 00:00:00","31/12/2017 00:00:00"
"23796","75076","1","2015","Normal","Star Wars","Licensed","Microfighters","Republic Gunship","X","75076-1","9.99","8.99","12.99","9.99","01/01/2015 00:00:00","02/11/2015 00:00:00","105","1","sw0609,","Box","Retail","6100108","6100107","5702015349123","673419230292","14.097","12.192","4.5974","0.1","5","9","8","6","12","10097","3153","2","5","X","31","33.8900","20.6900","Jan Neergaard Olesen,","01/01/2015 00:00:00","31/12/2015 00:00:00"
"23785","75089","1","2015","Normal","Star Wars","Licensed","Miscellaneous","Geonosis Troopers","X","75089-1","12.99","11.99","15.99","16.99","01/01/2015 00:00:00","27/11/2016 00:00:00","105","4","sw0605,sw0606,","Box","Retail","6100153","6100152","5702015349505","673419230377","19.1008","14.097","4.5974","0.12258","15","7","5","6","12","15491","4298","2","4","X","38","77.0100","44.7100","","01/01/2015 00:00:00","31/12/2016 00:00:00"
